"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"43bd3ee551e32d393857fa92162cbdb0","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage",NA
"431f66edbbfe56c3a8cd8c47493b47b1","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","uncultured_bacterium"
"b28a7223a419de3d3de093dbaa28ac41","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","uncultured_soil"
"14cc1d7bdf79016cbb40e4a495886880","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","uncultured_soil"
"e0bfb3abb9f323710487413a8da1348d","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage",NA
"ff086bea9e27868c6a467573adf0fd60","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage",NA
"e8e0e20c6c64517edd73b368de489db5","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage",NA
"7722082ad1a488bc40265e55ebc1272e","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula","uncultured_bacterium"
"daffac06fdf797e46454715737b98c76","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","uncultured_Pirellula"
"a4261c1c19078ab7db4079a6b7d3525e","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","uncultured_Pirellula"
"8c8f1c32f29cad0faa98380e2c209e16","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"26dd79d8e7845b651be1f534d61cd657","d__Bacteria","Planctomycetota","Planctomycetes","uncultured","uncultured","uncultured","uncultured_planctomycete"
"19534925b6ebb58e4332a01bb823ca90","d__Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA,NA
"9c02fd26cdca4b32686c21e752330b57","d__Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera","uncultured_bacterium"
"50f520c001917cedbef739ef1e4f2c51","d__Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured_bacterium"
"7d0824d7d60f7b2d13bd97612016206f","d__Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tundrisphaera","uncultured_planctomycete"
"25aa5a149b667d6501a5025918cdbccf","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured_Gemmata"
"9440328e7653a9f5e10d9c7ea4a56e10","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella","uncultured_Zavarzinella"
"aafe26d320f4acc8bf9d749353c41b2a","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella",NA
"8ab9a609391780eef0dc9a6667dbe6a4","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella",NA
"b93a0b9d64e9d38b8da7b62981c91377","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured_bacterium"
"141284cb3da868ce20c61120759309a4","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured_bacterium"
"3e845b44003ea445a493e510dc2a4e07","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Telmatocola","Telmatocola_sphagniphila"
"1fae95e4ee7c07dc50de8d8de44a4c93","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","metagenome"
"439fdde833e424d964600260105a4950","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","Gemmata_sp."
"6d373cb0d9e3a564a8a19ab5aceaea7e","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","Gemmata_sp."
"7be105e643769660e193f18b3b06d382","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured_bacterium"
"1abbcb8f36a4a2e3f325cef2ddb183cf","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured_bacterium"
"424b5b8923f118dab38a08aa45350061","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","Gemmata_sp."
"cd9223f9d95a7ad1ecd2191a2c7b58ac","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","Gemmata_sp."
"342c55a39fa0d7ff465cccbe2197075a","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA,NA
"583686259dc7c2d2750201899708ff70","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"687c5af538c7e7eebdc81bbef9ee700b","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"d3589168436e988f41df9ff0f20fd8f0","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella","uncultured_bacterium"
"3ea47e080751262c6c5696bc78b78ab3","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Telmatocola","metagenome"
"41fdfc82c10a2dcb0b81a7423a64f14a","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Telmatocola","metagenome"
"a8146dcecc7526c6133ee6b2a1a4b2ca","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"5e6c9d4daa2fbd858da4bf0fbb9bb0e4","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"53fb22302a7bac7feb336e9a08a38b91","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"6de64ba8a9e89d7be7f75e61f239da00","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"e9ebd4ca12816ccab9ec4d4045b22402","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"e038034b38d0e4d8cd89fd5ffcc6215c","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"840098d35995f50e64438bbce6b95841","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","uncultured_bacterium"
"abc3b0fb26f2cd5f6519ecd76dfd0e90","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","metagenome"
"9912057fc7c13cbf5df6b7371df69588","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","uncultured_bacterium"
"9aa3e548dccb721060d2166db7368761","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","uncultured_bacterium"
"87bf95d7baab53a5e492b63f7fac9468","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured_planctomycete"
"507d9d08a636a6f10827c05d0144dd0a","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus",NA
"99f4f0cf921c5bd8e27d16f81b51cee3","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus",NA
"0240ab093120f4201118aea75005dc84","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus",NA
"aadfb37448cea874a1ffcf85a9045942","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"e48bee84fb9c187fa3f3c6be5c1cbff0","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_planctomycete"
"a6099bd8ef3c52f43a1db1734baeb7a2","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"815412bf1df7067a306dcba7a36059ee","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"da8d03fc068ff6594cfd4e81e26d7182","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_planctomycete"
"817adbeac3254da2364dd314c3e0e263","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_planctomycete"
"2bd5db5a29f01cbfe1c418a1438f8435","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"0d10acf71d0924627bfbd3eb6d6d7d47","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"ab60150a91f0c7a9ea95f202e6643418","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_Planctomycetales"
"43ae2f8ae6c1cb1fdbacc8fbd672c2a6","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"827f22f3e8546036f8bf5a9b737229dd","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"59d255864547d3b02d70ec550fd9979d","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_planctomycete"
"3615f9a9f9cf829d51a14fb0449bba85","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"26561a503fa8d186351ebafb9b2c11c6","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"ab50ab4ba980c204d15ea6faf0492f71","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"d38d30dd78b2d112002923c2fdd15194","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"1062b0d700f3816734f8338e48ed9bc1","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"445793071569719dff0fe8303477f472","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","metagenome"
"37573e27bbf44fe17b424e7f4688643b","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"3abfe5c75df1f26c5c7afd6dc0220c54","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_Planctomycetales"
"3627fa9ab6ac719548787169ea4c10ec","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"edcecee6d06032dbcc0aba1ef2d1b7a5","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_Zavarzinella"
"6137b7be481e7a65badefe79cb8adf72","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_Zavarzinella"
"0fead4126b7ae0049f9457fe27da4297","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_Zavarzinella"
"3c73ba5ececec6eb8ec9766aa0253c00","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"5dd1694e0d9bf798903aea3870694b2a","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"4d32255894cd1883a59b7b78febbb038","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"d52d11c496b7b1d5513fb7fe8b06f8dd","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"fecb4fc36f703c23ffeb701f2ea6c11d","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_Planctomycetia"
"1bf2ec8dff235a55a2bfca7bbe2cee05","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"eee51373f913f244d5e0e3a47b589bfe","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"1508f6f59724480debfc70b3a26244cb","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","planctomycete_WY69"
"7cb0a0aa6a9f1ca784a4b79eff227501","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","planctomycete_WY69"
"29048283316b88c4ada140773d16c77a","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"af3e756d91742b9b136b702087a2e6f1","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"07948ce8e9e6b881d61cc9ec5d0c0605","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_Planctomycetales"
"b13799845562395b6697c0d3c13eaecf","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"7c23ec9c727fdf54ccc13571a15d6ff4","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"9f3bf1d66d3e73313a78dbc901a04e7f","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"4734a85739ec2d3386ba3b2e7a0c8ee4","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"09137f82037aa14ece064dd77581fb73","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"26996d427eaf05a0fd9efaa1b1fa643a","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"e1620d2258e27b91bae8cf296b9854bf","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"8c27987f4c43f9a0c78a10824687f3fe","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured",NA
"b4ee5664e4430d97345a7e3e7538a0a5","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"c1bdad2da10bb8a355fed717365c1448","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"b2b7666ec4f2c7934beb87623a9b175b","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"b0cc9241e8e8133b51c74bca98a79b40","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"6a151a08d3223ec400830a181cdca4d2","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","metagenome"
"df327a19746dce9d31d0363283340b20","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","metagenome"
"040903a5c3dafc47e8ccd453a2561c14","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"4ee52cba36b35a0827a10cb506d6b723","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"8c58240a22e5da898575bd7eaa5eb648","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"8633cbeb3a56b2a457f200a261246702","d__Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured_bacterium"
"8d0f0a448ae7610af0930e44c5dbe119","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Schlesneria",NA
"8a3cee2c4f5838c3810cda1bee9cf465","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14","uncultured_Planctomycetaceae"
"dde4df30d34a217a7df08af72052f85c","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14","uncultured_bacterium"
"83ad297257d7d8c65db3449a48c4849b","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14","uncultured_planctomycete"
"edcbb0c813556ee78b879f3a5e4a1e0b","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",NA
"6d1b36333df38fbf6dd714ab7e5a4eba","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",NA
"531dbc891b588430f03222ecb3cfcd8e","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium","uncultured_bacterium"
"a28e871a5d04d2af00837e90850bc881","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14","uncultured_bacterium"
"5a384023bb9710d04213aa9f3257f67a","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",NA
"e20d4ca4b8299cfe7e155771dbf196cd","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured","uncultured_bacterium"
"d26a626d89b5292f40186dd2d721af92","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","metagenome"
"8916e06e49bb5d80e5c31fedd2b213db","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured",NA
"0bdee3a1dc93616016aaffe2cfa6a60c","d__Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","uncultured_bacterium"
"9d916a8e46ee50cc14436f35b47ddad9","d__Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11","uncultured_bacterium"
"03d4396eb2ae24fa2c173ff08151f423","d__Bacteria","Planctomycetota","Phycisphaerae","mle1-8","mle1-8","mle1-8","uncultured_bacterium"
"7529d3882f0dca43b56c3998c32fa7d4","d__Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured_bacterium"
"4695629c29f59308b821ac74c13f18cb","d__Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","uncultured_bacterium"
"4e2d5cb50e40ddebc450ef941ce0ce42","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","DEV007",NA
"89180fd0fa3a7a39d2134f260a521bc5","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured",NA
"630ec9e942a4a59da73f18eb1efbfdea","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured",NA
"841eed27c355100321807ee903379868","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","uncultured_Verrucomicrobia"
"cc0174adf633b4cd7136a1100fb8fcec","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","Verrucomicrobia_bacterium"
"a5ae493d3fd3713dfe8183fcf702397b","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured_bacterium"
"c6acdaa3ff49e9a1e792f576d6fa0cda","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"f7bc43009924dc000ab6de318454ac1f","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"8cfffb46082d776c7dac581719effe1a","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"080ccec4ff800494e72a2873e0f2feb3","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"f62ed0dd18b6e73fc52dc0a352a46d3f","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"4de76768f55467d000090e3a2abd0c82","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"15f0b17bc7995134ca3b1e585b11638a","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"74f84e642318ec129cdae844fd48ebfe","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"e4a17343a3c23ff2f2cce192a126a11d","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"99d3464e7f2e78eff2d2e3b59d7a4434","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"b2f91d6734dae0763e858422c2f37903","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","uncultured_Verrucomicrobia"
"7be8635e68c0eb230904639fa7655f09","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"cdbf062f6fd66ce123c0c5639d0fc8f4","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","uncultured_Verrucomicrobia"
"58c9ab8a8daf8b47ac5f41f134770559","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","uncultured_bacterium"
"59f3d0caa519054702f7d983bfe770e1","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"3477f3318ac84d8e5aa4267966eadfcf","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured_soil"
"01ef2bd6fc88658cc5346aa66ed559a8","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured_Verrucomicrobia"
"567ab8638f0fefa43e8d68434619c3e3","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured_Verrucomicrobia"
"1ff1b9881fad597d223ba3d2b0e99ed6","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured_Verrucomicrobia"
"e1cd57397c3072b94c501db19bd5a36e","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter","uncultured_bacterium"
"c893998f952ad5caada36002ebb559d7","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter","uncultured_bacterium"
"b82db7d2555e85d49c23e02c5e59643e","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",NA
"8f13b76675f7a9b2346d390ceb2bab55","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",NA
"fda3a17ce748f43ca6949bed67a46b1c","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",NA
"1abc19b25c1caa5526c140b1ad58a5e4","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",NA
"54c12e3b41b052d39334d3d14a296f8f","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",NA
"652d090d6aaf149d52a9d7618629b096","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",NA
"ea5405ff643501fb2463e979de96c6a4","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","uncultured_bacterium"
"d499ff460d768f6906b385c3a01da595","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","metagenome"
"506ee77f933652d0e8cb416379fda360","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","uncultured_bacterium"
"38d6fe1ed873d8abd4ef2e40a735d94a","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","uncultured_bacterium"
"39046a19a24d2315e097324603fbbefa","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","uncultured_bacterium"
"f37373db8cb65699db5bb0b951335a2f","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","uncultured_bacterium"
"d31b42422bcb7c4ff456d8af3f88da87","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","uncultured_bacterium"
"970f9ec3f8e4b3f66f5178aec12129fd","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"71f634c473cf12b19ff4b61fa579c9d2","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"c177310492b5776c7e767bbf5c8e74eb","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"a312841121ff3439011e09e8bc0ab4f9","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"4c521b1e1df262ec4ec878232fe44260","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"0814660295390f6de961082c6f2dc74a","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_bacterium"
"97c8e5802a0cd79ea9906651b0beacf0","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","uncultured_Verrucomicrobia"
"88011f05d0563dae80d782e04d04f11a","d__Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales","Babeliales","metagenome"
"bc1591ad2e37f0124333b15d66f9a921","d__Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae",NA
